0.000000e+00 1.423381e+00 1.753718e+02 3.018081e+00 1.327016e+02 7.506054e+01 9.459365e-01
0.000000e+00 1.403091e+00 1.796407e+02 6.173620e+00 1.406219e+02 7.713782e+01 9.435567e-01
0.000000e+00 1.459046e+00 1.699745e+02 5.507851e+00 1.389078e+02 7.842078e+01 9.699047e-01
0.000000e+00 1.264771e+00 1.798048e+02 4.065229e+00 1.354788e+02 8.279413e+01 9.567418e-01
0.000000e+00 1.413561e+00 1.752433e+02 6.439371e+00 1.402172e+02 8.237507e+01 9.851963e-01
0.000000e+00 1.521036e+00 1.796078e+02 1.608544e+00 1.380227e+02 7.666977e+01 9.591684e-01
0.000000e+00 1.409439e+00 1.795527e+02 2.023799e+00 1.366632e+02 8.098411e+01 9.748183e-01
0.000000e+00 1.478708e+00 1.723889e+02 8.875951e+00 1.412848e+02 7.787854e+01 9.727049e-01
0.000000e+00 1.388567e+00 1.677832e+02 3.596473e+00 1.377222e+02 7.735617e+01 9.630360e-01
0.000000e+00 1.218172e+00 1.716456e+02 9.582609e+00 1.273596e+02 7.932911e+01 9.614326e-01
0.000000e+00 1.499588e+00 1.678207e+02 6.420296e+00 1.360554e+02 8.037375e+01 9.661641e-01
