1000
0 0.000000e+00 1.403046e+00 1.758294e+02 6.420251e+00 1.396939e+02 7.962373e+01 9.777530e-01
1 0.000000e+00 1.425017e+00 1.764610e+02 6.848048e-01 1.413535e+02 8.055393e+01 9.696724e-01
2 0.000000e+00 1.384122e+00 1.793567e+02 6.359878e+00 1.351891e+02 7.943652e+01 9.661062e-01
3 0.000000e+00 1.497268e+00 1.716704e+02 3.301558e-01 1.379466e+02 7.672641e+01 9.673583e-01
4 0.000000e+00 1.367830e+00 1.690690e+02 4.340160e+00 1.412327e+02 7.757266e+01 9.618593e-01
5 0.000000e+00 1.274108e+00 1.747489e+02 5.715902e+00 1.321052e+02 7.993376e+01 9.694777e-01
6 0.000000e+00 1.466932e+00 1.658135e+02 9.634906e+00 1.413066e+02 7.991117e+01 9.642423e-01
7 0.000000e+00 1.350305e+00 1.775405e+02 3.213089e+00 1.383447e+02 8.409657e+01 9.815122e-01
8 0.000000e+00 1.346820e+00 1.644509e+02 3.352703e+00 1.337191e+02 7.905690e+01 9.587518e-01
9 0.000000e+00 1.468355e+00 1.780783e+02 8.966863e-01 1.427131e+02 7.982832e+01 9.739011e-01
10 0.000000e+00 1.423381e+00 1.753718e+02 3.018081e+00 1.327016e+02 7.506054e+01 9.459365e-01
11 0.000000e+00 1.403091e+00 1.796407e+02 6.173620e+00 1.406219e+02 7.713782e+01 9.435567e-01
12 0.000000e+00 1.459046e+00 1.699745e+02 5.507851e+00 1.389078e+02 7.842078e+01 9.699047e-01
13 0.000000e+00 1.264771e+00 1.798048e+02 4.065229e+00 1.354788e+02 8.279413e+01 9.567418e-01
14 0.000000e+00 1.413561e+00 1.752433e+02 6.439371e+00 1.402172e+02 8.237507e+01 9.851963e-01
15 0.000000e+00 1.521036e+00 1.796078e+02 1.608544e+00 1.380227e+02 7.666977e+01 9.591684e-01
16 0.000000e+00 1.409439e+00 1.795527e+02 2.023799e+00 1.366632e+02 8.098411e+01 9.748183e-01
17 0.000000e+00 1.478708e+00 1.723889e+02 8.875951e+00 1.412848e+02 7.787854e+01 9.727049e-01
18 0.000000e+00 1.388567e+00 1.677832e+02 3.596473e+00 1.377222e+02 7.735617e+01 9.630360e-01
19 0.000000e+00 1.218172e+00 1.716456e+02 9.582609e+00 1.273596e+02 7.932911e+01 9.614326e-01
20 0.000000e+00 1.499588e+00 1.678207e+02 6.420296e+00 1.360554e+02 8.037375e+01 9.661641e-01
21 0.000000e+00 1.344988e+00 1.686323e+02 9.871063e+00 1.267454e+02 7.811356e+01 9.507071e-01
22 0.000000e+00 1.400021e+00 1.742266e+02 1.295998e+00 1.398394e+02 7.888935e+01 9.542045e-01
23 0.000000e+00 1.434713e+00 1.701979e+02 8.056741e-01 1.370193e+02 7.498671e+01 9.635632e-01
24 0.000000e+00 1.289962e+00 1.766772e+02 1.356146e+00 1.365633e+02 7.812978e+01 9.686826e-01
25 0.000000e+00 1.464234e+00 1.770839e+02 6.649504e+00 1.420854e+02 8.115043e+01 9.633306e-01
26 0.000000e+00 1.410174e+00 1.723595e+02 4.933638e+00 1.317832e+02 8.257482e+01 9.747564e-01
27 0.000000e+00 1.518056e+00 1.776421e+02 4.653948e+00 1.318178e+02 7.947973e+01 9.610840e-01
28 0.000000e+00 1.413022e+00 1.749437e+02 6.662753e+00 1.428238e+02 8.142585e+01 9.562499e-01
29 0.000000e+00 1.346231e+00 1.778440e+02 3.957617e+00 1.400968e+02 8.220235e+01 9.708984e-01
30 0.000000e+00 1.308989e+00 1.740180e+02 4.392022e+00 1.365869e+02 8.094821e+01 9.808983e-01
31 0.000000e+00 1.405904e+00 1.763636e+02 2.213333e+00 1.363955e+02 8.106253e+01 9.713000e-01
32 0.000000e+00 1.456095e+00 1.777116e+02 5.696327e+00 1.438233e+02 8.268271e+01 9.585370e-01
33 0.000000e+00 1.230181e+00 1.799271e+02 1.143718e+00 1.381869e+02 8.177113e+01 9.572568e-01
34 0.000000e+00 1.518094e+00 1.761477e+02 2.424288e+00 1.413109e+02 8.437580e+01 9.723167e-01
35 0.000000e+00 1.374150e+00 1.763463e+02 5.138399e+00 1.395522e+02 8.039226e+01 9.658577e-01
36 0.000000e+00 1.386213e+00 1.761858e+02 4.789679e+00 1.345132e+02 8.300574e+01 9.765072e-01
37 0.000000e+00 1.373992e+00 1.744899e+02 1.412850e+00 1.427100e+02 8.065433e+01 9.648371e-01
38 0.000000e+00 1.397716e+00 1.776067e+02 1.896222e+00 1.384115e+02 8.387075e+01 9.781155e-01
39 0.000000e+00 1.584348e+00 1.617932e+02 8.533411e+00 1.436915e+02 8.202852e+01 9.613018e-01
40 0.000000e+00 1.514343e+00 1.794410e+02 5.993529e-01 1.382678e+02 7.843900e+01 9.336223e-01
41 0.000000e+00 1.377208e+00 1.620135e+02 9.751579e+00 1.373680e+02 7.707015e+01 9.685227e-01
42 0.000000e+00 1.555567e+00 1.766333e+02 3.807741e+00 1.379117e+02 8.216193e+01 9.792990e-01
43 0.000000e+00 1.500029e+00 1.751043e+02 1.137293e+00 1.383823e+02 7.984875e+01 9.768816e-01
44 0.000000e+00 1.497302e+00 1.672155e+02 4.729859e+00 1.421650e+02 7.986876e+01 9.541293e-01
45 0.000000e+00 1.313080e+00 1.747892e+02 9.642534e+00 1.342338e+02 7.962818e+01 9.388951e-01
46 0.000000e+00 1.362962e+00 1.749752e+02 6.212638e-01 1.418289e+02 8.254856e+01 9.729891e-01
47 0.000000e+00 1.419070e+00 1.721772e+02 7.471896e+00 1.421326e+02 8.340391e+01 9.633457e-01
48 0.000000e+00 1.558428e+00 1.706973e+02 8.026754e+00 1.391695e+02 7.633013e+01 9.606614e-01
49 0.000000e+00 1.487455e+00 1.679513e+02 8.377846e+00 1.296275e+02 8.317477e+01 9.642893e-01
50 0.000000e+00 1.410143e+00 1.745169e+02 1.146401e+00 1.388294e+02 7.757995e+01 9.647610e-01
51 0.000000e+00 1.272120e+00 1.716359e+02 8.345938e+00 1.266150e+02 8.108080e+01 9.575465e-01
52 0.000000e+00 1.559511e+00 1.729162e+02 1.565095e+00 1.418434e+02 8.479601e+01 9.706845e-01
53 0.000000e+00 1.587577e+00 1.792758e+02 1.257455e+00 1.395353e+02 8.186909e+01 9.634088e-01
54 0.000000e+00 1.539848e+00 1.755378e+02 4.623881e-01 1.373430e+02 8.430407e+01 9.805573e-01
55 0.000000e+00 1.449838e+00 1.796989e+02 1.952655e+00 1.354559e+02 8.042754e+01 9.758141e-01
56 0.000000e+00 1.489281e+00 1.768199e+02 1.788130e+00 1.303794e+02 8.057926e+01 9.617831e-01
57 0.000000e+00 1.443954e+00 1.769755e+02 7.800613e+00 1.403333e+02 8.026941e+01 9.669916e-01
58 0.000000e+00 1.220168e+00 1.721097e+02 1.864895e+00 1.346542e+02 8.031547e+01 9.719103e-01
59 0.000000e+00 1.317784e+00 1.759394e+02 2.447592e+00 1.388814e+02 7.882667e+01 9.715847e-01
60 0.000000e+00 1.286166e+00 1.696064e+02 3.570893e+00 1.351863e+02 8.025056e+01 9.550019e-01
61 0.000000e+00 1.286074e+00 1.747258e+02 8.037197e+00 1.299097e+02 7.745654e+01 9.663174e-01
62 0.000000e+00 1.373594e+00 1.752423e+02 4.963152e+00 1.384328e+02 7.607030e+01 9.547448e-01
63 0.000000e+00 1.299734e+00 1.749411e+02 3.621904e-01 1.375325e+02 8.215769e+01 9.786414e-01
64 0.000000e+00 1.265600e+00 1.678772e+02 7.421102e+00 1.324911e+02 7.958130e+01 9.562942e-01
